label,slug,source,motion_json,features_npz,quality,duration,frames
góc nhọn,goc_nhon,Dataset/Videos/W01505.mp4,motions/goc_nhon/w01505.json,features/goc_nhon/w01505.npz,0.7491,3.8038,60
góc tù,goc_tu,Dataset/Videos/W01506.mp4,motions/goc_tu/w01506.json,features/goc_tu/w01506.npz,0.6836,7.5409,60
góc vuông,goc_vuong,Dataset/Videos/W01507.mp4,motions/goc_vuong/w01507.json,features/goc_vuong/w01507.npz,0.6982,3.2699,60
góc vườn,goc_vuon,Dataset/Videos/W01508.mp4,motions/goc_vuon/w01508.json,features/goc_vuon/w01508.npz,0.6208,4.6046,60
gói (đgt),goi_gt,Dataset/Videos/W01509.mp4,motions/goi_gt/w01509.json,features/goi_gt/w01509.npz,0.7082,3.2699,60
gói,goi,Dataset/Videos/W01510.mp4,motions/goi/w01510.json,features/goi/w01510.npz,0.7696,2.636,60
gọi,goi,Dataset/Videos/W01511.mp4,motions/goi/w01511.json,features/goi/w01511.npz,0.5706,8.3083,60
gọn gàng,gon_gang,Dataset/Videos/W01512.mp4,motions/gon_gang/w01512.json,features/gon_gang/w01512.npz,0.6178,4.1708,60
góp ý,gop_y,Dataset/Videos/W01513.mp4,motions/gop_y/w01513.json,features/gop_y/w01513.npz,0.5125,3.8038,60
gọt bút chì (cái),got_but_chi_cai,Dataset/Videos/W01514.mp4,motions/got_but_chi_cai/w01514.json,features/got_but_chi_cai/w01514.npz,0.6673,4.2376,60
gọt bút chì,got_but_chi,Dataset/Videos/W01515.mp4,motions/got_but_chi/w01515.json,features/got_but_chi/w01515.npz,0.7645,3.2699,60
gỗ,go,Dataset/Videos/W01516B.mp4,motions/go/w01516b.json,features/go/w01516b.npz,0.9844,3.4701,60
gỗ,go,Dataset/Videos/W01516N.mp4,motions/go/w01516n.json,features/go/w01516n.npz,0.7152,3.2366,60
gỗ,go,Dataset/Videos/W01516T.mp4,motions/go/w01516t.json,features/go/w01516t.npz,0.9919,4.004,60
gốm sứ,gom_su,Dataset/Videos/W01517.mp4,motions/gom_su/w01517.json,features/gom_su/w01517.npz,0.5913,4.4044,60
gợi ý,goi_y,Dataset/Videos/W01518.mp4,motions/goi_y/w01518.json,features/goi_y/w01518.npz,0.5396,3.2032,60
gửi,gui,Dataset/Videos/W01519.mp4,motions/gui/w01519.json,features/gui/w01519.npz,0.725,6.5065,60
gửi quà,gui_qua,Dataset/Videos/W01520.mp4,motions/gui_qua/w01520.json,features/gui_qua/w01520.npz,0.6862,3.8705,60
gửi thư,gui_thu,Dataset/Videos/W01522.mp4,motions/gui_thu/w01522.json,features/gui_thu/w01522.npz,0.7878,3.2699,60
gương,guong,Dataset/Videos/W01523.mp4,motions/guong/w01523.json,features/guong/w01523.npz,0.558,3.3367,60
gương mặt,guong_mat,Dataset/Videos/W01524.mp4,motions/guong_mat/w01524.json,features/guong_mat/w01524.npz,0.5701,3.2032,60
gương mẫu,guong_mau,Dataset/Videos/W01525.mp4,motions/guong_mau/w01525.json,features/guong_mau/w01525.npz,0.6881,4.1375,60
Hà Giang,ha_giang,Dataset/Videos/W01526.mp4,motions/ha_giang/w01526.json,features/ha_giang/w01526.npz,0.6224,3.5035,60
Hà Lan (nước Hà Lan),ha_lan_nuoc_ha_lan,Dataset/Videos/W01527.mp4,motions/ha_lan_nuoc_ha_lan/w01527.json,features/ha_lan_nuoc_ha_lan/w01527.npz,0.7571,3.0364,60
Hạ Long,ha_long,Dataset/Videos/W01530.mp4,motions/ha_long/w01530.json,features/ha_long/w01530.npz,0.6381,7.3407,60
hài hước,hai_huoc,Dataset/Videos/W01532.mp4,motions/hai_huoc/w01532.json,features/hai_huoc/w01532.npz,0.675,3.6703,60
Hải Dương,hai_duong,Dataset/Videos/W01533.mp4,motions/hai_duong/w01533.json,features/hai_duong/w01533.npz,0.5289,2.9696,60
hải đảo,hai_ao,Dataset/Videos/W01534.mp4,motions/hai_ao/w01534.json,features/hai_ao/w01534.npz,0.6545,3.7037,60
hàm răng,ham_rang,Dataset/Videos/W01536.mp4,motions/ham_rang/w01536.json,features/ham_rang/w01536.npz,0.6269,3.6036,60
hạn hán,han_han,Dataset/Videos/W01537.mp4,motions/han_han/w01537.json,features/han_han/w01537.npz,0.6686,3.37,60
hàng chục,hang_chuc,Dataset/Videos/W01539.mp4,motions/hang_chuc/w01539.json,features/hang_chuc/w01539.npz,0.5838,3.8038,60
hàng chục nghìn,hang_chuc_nghin,Dataset/Videos/W01540.mp4,motions/hang_chuc_nghin/w01540.json,features/hang_chuc_nghin/w01540.npz,0.5765,3.3033,60
hàng chục triệu,hang_chuc_trieu,Dataset/Videos/W01541.mp4,motions/hang_chuc_trieu/w01541.json,features/hang_chuc_trieu/w01541.npz,0.6231,3.1365,60
hàng dọc,hang_doc,Dataset/Videos/W01542.mp4,motions/hang_doc/w01542.json,features/hang_doc/w01542.npz,0.4993,3.7037,60
hàng đơn vị,hang_on_vi,Dataset/Videos/W01543.mp4,motions/hang_on_vi/w01543.json,features/hang_on_vi/w01543.npz,0.6826,2.8695,60
hàng ngang,hang_ngang,Dataset/Videos/W01545.mp4,motions/hang_ngang/w01545.json,features/hang_ngang/w01545.npz,0.5235,3.4368,60
hàng nghìn,hang_nghin,Dataset/Videos/W01546.mp4,motions/hang_nghin/w01546.json,features/hang_nghin/w01546.npz,0.6471,3.5035,60
hàng trăm,hang_tram,Dataset/Videos/W01547.mp4,motions/hang_tram/w01547.json,features/hang_tram/w01547.npz,0.6964,3.0364,60
hàng trăm nghìn,hang_tram_nghin,Dataset/Videos/W01548.mp4,motions/hang_tram_nghin/w01548.json,features/hang_tram_nghin/w01548.npz,0.6646,3.1365,60
hàng triệu,hang_trieu,Dataset/Videos/W01550.mp4,motions/hang_trieu/w01550.json,features/hang_trieu/w01550.npz,0.623,3.3367,60
hàng xóm,hang_xom,Dataset/Videos/W01552.mp4,motions/hang_xom/w01552.json,features/hang_xom/w01552.npz,0.732,3.2366,60
hành động,hanh_ong,Dataset/Videos/W01554.mp4,motions/hanh_ong/w01554.json,features/hanh_ong/w01554.npz,0.6919,3.2032,60
hành lang,hanh_lang,Dataset/Videos/W01556.mp4,motions/hanh_lang/w01556.json,features/hanh_lang/w01556.npz,0.6858,3.003,60
hành quân,hanh_quan,Dataset/Videos/W01557B.mp4,motions/hanh_quan/w01557b.json,features/hanh_quan/w01557b.npz,0.9746,3.8372,60
hành quân,hanh_quan,Dataset/Videos/W01557N.mp4,motions/hanh_quan/w01557n.json,features/hanh_quan/w01557n.npz,0.6824,7.374,60
hành quân,hanh_quan,Dataset/Videos/W01557T.mp4,motions/hanh_quan/w01557t.json,features/hanh_quan/w01557t.npz,0.8836,8.9423,60
hành tinh,hanh_tinh,Dataset/Videos/W01558.mp4,motions/hanh_tinh/w01558.json,features/hanh_tinh/w01558.npz,0.7467,4.8382,60
hành vi,hanh_vi,Dataset/Videos/W01559.mp4,motions/hanh_vi/w01559.json,features/hanh_vi/w01559.npz,0.646,3.37,60
hát ru,hat_ru,Dataset/Videos/W01560.mp4,motions/hat_ru/w01560.json,features/hat_ru/w01560.npz,0.7524,3.5035,60
hạt,hat,Dataset/Videos/W01562.mp4,motions/hat/w01562.json,features/hat/w01562.npz,0.5155,3.6036,60
hạt cườm,hat_cuom,Dataset/Videos/W01563.mp4,motions/hat_cuom/w01563.json,features/hat_cuom/w01563.npz,0.5799,4.1041,60
hạt lạc,hat_lac,Dataset/Videos/W01566.mp4,motions/hat_lac/w01566.json,features/hat_lac/w01566.npz,0.6879,3.37,60
hạt lúa,hat_lua,Dataset/Videos/W01567.mp4,motions/hat_lua/w01567.json,features/hat_lua/w01567.npz,0.6659,3.5702,60
hạt tiêu,hat_tieu,Dataset/Videos/W01568.mp4,motions/hat_tieu/w01568.json,features/hat_tieu/w01568.npz,0.6075,3.5369,60
hăng hái,hang_hai,Dataset/Videos/W01569.mp4,motions/hang_hai/w01569.json,features/hang_hai/w01569.npz,0.7408,2.8028,60
hằng đẳng thức,hang_ang_thuc,Dataset/Videos/W01570.mp4,motions/hang_ang_thuc/w01570.json,features/hang_ang_thuc/w01570.npz,0.7444,3.4368,60
hắt hơi,hat_hoi,Dataset/Videos/W01571.mp4,motions/hat_hoi/w01571.json,features/hat_hoi/w01571.npz,0.35,3.8705,60
Hậu Giang,hau_giang,Dataset/Videos/W01572.mp4,motions/hau_giang/w01572.json,features/hau_giang/w01572.npz,0.6991,3.6036,60
hậu quả,hau_qua,Dataset/Videos/W01573.mp4,motions/hau_qua/w01573.json,features/hau_qua/w01573.npz,0.6583,4.5379,60
héc-ta (ha),hec_ta_ha,Dataset/Videos/W01575B.mp4,motions/hec_ta_ha/w01575b.json,features/hec_ta_ha/w01575b.npz,0.9836,3.3033,60
héc-tô-gam (hg),hec_to_gam_hg,Dataset/Videos/W01576B.mp4,motions/hec_to_gam_hg/w01576b.json,features/hec_to_gam_hg/w01576b.npz,0.9844,3.4701,60
héc-tô-gam (hg),hec_to_gam_hg,Dataset/Videos/W01576N.mp4,motions/hec_to_gam_hg/w01576n.json,features/hec_to_gam_hg/w01576n.npz,0.5155,3.6703,60
héc-tô-gam (hg),hec_to_gam_hg,Dataset/Videos/W01576T.mp4,motions/hec_to_gam_hg/w01576t.json,features/hec_to_gam_hg/w01576t.npz,0.5125,3.6703,60
héc-tô-mét (hm),hec_to_met_hm,Dataset/Videos/W01577B.mp4,motions/hec_to_met_hm/w01577b.json,features/hec_to_met_hm/w01577b.npz,0.9759,2.7027,60
héc-tô-mét (hm),hec_to_met_hm,Dataset/Videos/W01577N.mp4,motions/hec_to_met_hm/w01577n.json,features/hec_to_met_hm/w01577n.npz,0.5221,3.4034,60
héc-tô-mét (hm),hec_to_met_hm,Dataset/Videos/W01577T.mp4,motions/hec_to_met_hm/w01577t.json,features/hec_to_met_hm/w01577t.npz,0.5221,3.4034,60
héc-tô-mét vuông (hm2),hec_to_met_vuong_hm2,Dataset/Videos/W01578B.mp4,motions/hec_to_met_vuong_hm2/w01578b.json,features/hec_to_met_vuong_hm2/w01578b.npz,0.9834,3.2699,60
héc-tô-mét vuông (hm2),hec_to_met_vuong_hm2,Dataset/Videos/W01578N.mp4,motions/hec_to_met_vuong_hm2/w01578n.json,features/hec_to_met_vuong_hm2/w01578n.npz,0.5309,3.2366,60
héc-tô-mét vuông (hm2),hec_to_met_vuong_hm2,Dataset/Videos/W01578T.mp4,motions/hec_to_met_vuong_hm2/w01578t.json,features/hec_to_met_vuong_hm2/w01578t.npz,0.5276,3.2366,60
héo,heo,Dataset/Videos/W01579.mp4,motions/heo/w01579.json,features/heo/w01579.npz,0.7482,3.7037,60
hét (giống la),het_giong_la,Dataset/Videos/W01580.mp4,motions/het_giong_la/w01580.json,features/het_giong_la/w01580.npz,0.7849,2.369,60
hệ thống,he_thong,Dataset/Videos/W01582B.mp4,motions/he_thong/w01582b.json,features/he_thong/w01582b.npz,0.9843,2.7694,60
hệ thống,he_thong,Dataset/Videos/W01582N.mp4,motions/he_thong/w01582n.json,features/he_thong/w01582n.npz,0.7114,3.5702,60
hệ thống,he_thong,Dataset/Videos/W01582T.mp4,motions/he_thong/w01582t.json,features/he_thong/w01582t.npz,0.7084,3.5702,60
hi sinh,hi_sinh,Dataset/Videos/W01583B.mp4,motions/hi_sinh/w01583b.json,features/hi_sinh/w01583b.npz,0.9768,2.8028,60
hi sinh,hi_sinh,Dataset/Videos/W01583N.mp4,motions/hi_sinh/w01583n.json,features/hi_sinh/w01583n.npz,0.5222,3.3367,60
hi sinh,hi_sinh,Dataset/Videos/W01583T.mp4,motions/hi_sinh/w01583t.json,features/hi_sinh/w01583t.npz,0.5374,2.8362,60
hi vọng,hi_vong,Dataset/Videos/W01584B.mp4,motions/hi_vong/w01584b.json,features/hi_vong/w01584b.npz,0.948,2.5025,60
hi vọng,hi_vong,Dataset/Videos/W01584N.mp4,motions/hi_vong/w01584n.json,features/hi_vong/w01584n.npz,0.5714,2.3023,60
hi vọng,hi_vong,Dataset/Videos/W01584T.mp4,motions/hi_vong/w01584t.json,features/hi_vong/w01584t.npz,0.9523,2.5025,60
hiện đại,hien_ai,Dataset/Videos/W01587.mp4,motions/hien_ai/w01587.json,features/hien_ai/w01587.npz,0.5861,3.9039,60
hiện nay,hien_nay,Dataset/Videos/W01588.mp4,motions/hien_nay/w01588.json,features/hien_nay/w01588.npz,0.675,2.6693,60
hiểu,hieu,Dataset/Videos/W01591B.mp4,motions/hieu/w01591b.json,features/hieu/w01591b.npz,0.9695,2.1355,60
hiểu,hieu,Dataset/Videos/W01591N.mp4,motions/hieu/w01591n.json,features/hieu/w01591n.npz,0.4833,3.9039,60
hiểu,hieu,Dataset/Videos/W01591T.mp4,motions/hieu/w01591t.json,features/hieu/w01591t.npz,0.4833,3.9039,60
hiếu thảo,hieu_thao,Dataset/Videos/W01593.mp4,motions/hieu_thao/w01593.json,features/hieu_thao/w01593.npz,0.6514,4.6046,60
hiệu thuốc,hieu_thuoc,Dataset/Videos/W01594.mp4,motions/hieu_thuoc/w01594.json,features/hieu_thuoc/w01594.npz,0.6647,7.3407,60
hiệu (Toán học),hieu_toan_hoc,Dataset/Videos/W01595.mp4,motions/hieu_toan_hoc/w01595.json,features/hieu_toan_hoc/w01595.npz,0.6931,3.6036,60
hiệu cầm đồ,hieu_cam_o,Dataset/Videos/W01596.mp4,motions/hieu_cam_o/w01596.json,features/hieu_cam_o/w01596.npz,0.6243,3.637,60
hình,hinh,Dataset/Videos/W01599.mp4,motions/hinh/w01599.json,features/hinh/w01599.npz,0.6716,3.1698,60
hình bình hành,hinh_binh_hanh,Dataset/Videos/W01600.mp4,motions/hinh_binh_hanh/w01600.json,features/hinh_binh_hanh/w01600.npz,0.7387,3.4034,60
hình cầu,hinh_cau,Dataset/Videos/W01601.mp4,motions/hinh_cau/w01601.json,features/hinh_cau/w01601.npz,0.684,3.6036,60
hình chiếu,hinh_chieu,Dataset/Videos/W01602.mp4,motions/hinh_chieu/w01602.json,features/hinh_chieu/w01602.npz,0.7736,2.9696,60
hình dáng,hinh_dang,Dataset/Videos/W01603.mp4,motions/hinh_dang/w01603.json,features/hinh_dang/w01603.npz,0.7503,2.7361,60
hình elip,hinh_elip,Dataset/Videos/W01604.mp4,motions/hinh_elip/w01604.json,features/hinh_elip/w01604.npz,0.7891,3.1365,60
hình học,hinh_hoc,Dataset/Videos/W01605.mp4,motions/hinh_hoc/w01605.json,features/hinh_hoc/w01605.npz,0.731,3.8705,60
hình hộp chữ nhật,hinh_hop_chu_nhat,Dataset/Videos/W01606.mp4,motions/hinh_hop_chu_nhat/w01606.json,features/hinh_hop_chu_nhat/w01606.npz,0.7528,3.9039,60
hình lập phương,hinh_lap_phuong,Dataset/Videos/W01608.mp4,motions/hinh_lap_phuong/w01608.json,features/hinh_lap_phuong/w01608.npz,0.7095,3.7704,60
hình phạt,hinh_phat,Dataset/Videos/W01610.mp4,motions/hinh_phat/w01610.json,features/hinh_phat/w01610.npz,0.5642,4.8048,60
hình thang,hinh_thang,Dataset/Videos/W01612.mp4,motions/hinh_thang/w01612.json,features/hinh_thang/w01612.npz,0.6092,3.8038,60
hình trụ,hinh_tru,Dataset/Videos/W01616.mp4,motions/hinh_tru/w01616.json,features/hinh_tru/w01616.npz,0.5695,5.0384,60
hình tứ giác,hinh_tu_giac,Dataset/Videos/W01617.mp4,motions/hinh_tu_giac/w01617.json,features/hinh_tu_giac/w01617.npz,0.6077,5.005,60
hình vẽ,hinh_ve,Dataset/Videos/W01618.mp4,motions/hinh_ve/w01618.json,features/hinh_ve/w01618.npz,0.6469,4.2376,60
hoa,hoa,Dataset/Videos/W01619B.mp4,motions/hoa/w01619b.json,features/hoa/w01619b.npz,0.9862,3.1365,60
hoa,hoa,Dataset/Videos/W01619N.mp4,motions/hoa/w01619n.json,features/hoa/w01619n.npz,0.5096,3.8038,60
hoa,hoa,Dataset/Videos/W01619T.mp4,motions/hoa/w01619t.json,features/hoa/w01619t.npz,0.9896,3.1365,60
hoa cúc,hoa_cuc,Dataset/Videos/W01620.mp4,motions/hoa_cuc/w01620.json,features/hoa_cuc/w01620.npz,0.5264,4.6713,60
hoa đào,hoa_ao,Dataset/Videos/W01621.mp4,motions/hoa_ao/w01621.json,features/hoa_ao/w01621.npz,0.5252,4.2042,60
hoa hồng,hoa_hong,Dataset/Videos/W01622.mp4,motions/hoa_hong/w01622.json,features/hoa_hong/w01622.npz,0.5765,3.9706,60
hoa lay ơn,hoa_lay_on,Dataset/Videos/W01625.mp4,motions/hoa_lay_on/w01625.json,features/hoa_lay_on/w01625.npz,0.7517,3.003,60
hoa sen,hoa_sen,Dataset/Videos/W01629B.mp4,motions/hoa_sen/w01629b.json,features/hoa_sen/w01629b.npz,0.9038,3.2699,60
hoa sen,hoa_sen,Dataset/Videos/W01629N.mp4,motions/hoa_sen/w01629n.json,features/hoa_sen/w01629n.npz,0.6256,4.1708,60
hoa sen,hoa_sen,Dataset/Videos/W01629T.mp4,motions/hoa_sen/w01629t.json,features/hoa_sen/w01629t.npz,0.7045,3.6703,60
hòa bình,hoa_binh,Dataset/Videos/W01634.mp4,motions/hoa_binh/w01634.json,features/hoa_binh/w01634.npz,0.5778,4.8048,60
hòa nhập,hoa_nhap,Dataset/Videos/W01637.mp4,motions/hoa_nhap/w01637.json,features/hoa_nhap/w01637.npz,0.6392,4.5379,60
họa sỹ,hoa_sy,Dataset/Videos/W01638.mp4,motions/hoa_sy/w01638.json,features/hoa_sy/w01638.npz,0.7015,3.687,60
hoàn thành,hoan_thanh,Dataset/Videos/W01641.mp4,motions/hoan_thanh/w01641.json,features/hoan_thanh/w01641.npz,0.5226,5.2719,60
hoán vị,hoan_vi,Dataset/Videos/W01643.mp4,motions/hoan_vi/w01643.json,features/hoan_vi/w01643.npz,0.5534,5.8058,60
hoàng đế,hoang_e,Dataset/Videos/W01645.mp4,motions/hoang_e/w01645.json,features/hoang_e/w01645.npz,0.4773,4.0457,60
hoàng hôn,hoang_hon,Dataset/Videos/W01646.mp4,motions/hoang_hon/w01646.json,features/hoang_hon/w01646.npz,0.6126,5.0384,60
Hoàng tử,hoang_tu,Dataset/Videos/W01649.mp4,motions/hoang_tu/w01649.json,features/hoang_tu/w01649.npz,0.5012,4.3043,60
hoảng sợ,hoang_so,Dataset/Videos/W01650.mp4,motions/hoang_so/w01650.json,features/hoang_so/w01650.npz,0.479,4.371,60
hoạt động,hoat_ong,Dataset/Videos/W01651B.mp4,motions/hoat_ong/w01651b.json,features/hoat_ong/w01651b.npz,0.984,2.7027,60
hoạt hình,hoat_hinh,Dataset/Videos/W01655B.mp4,motions/hoat_hinh/w01655b.json,features/hoat_hinh/w01655b.npz,0.9832,3.2366,60
hoạt hình,hoat_hinh,Dataset/Videos/W01655N.mp4,motions/hoat_hinh/w01655n.json,features/hoat_hinh/w01655n.npz,0.5052,3.7037,60
hoạt hình,hoat_hinh,Dataset/Videos/W01655T.mp4,motions/hoat_hinh/w01655t.json,features/hoat_hinh/w01655t.npz,0.5023,3.7037,60
học giỏi,hoc_gioi,Dataset/Videos/W01656.mp4,motions/hoc_gioi/w01656.json,features/hoc_gioi/w01656.npz,0.4675,4.3377,60
học sinh Miền Nam,hoc_sinh_mien_nam,Dataset/Videos/W01658.mp4,motions/hoc_sinh_mien_nam/w01658.json,features/hoc_sinh_mien_nam/w01658.npz,0.5632,5.4388,60
học trung bình,hoc_trung_binh,Dataset/Videos/W01659.mp4,motions/hoc_trung_binh/w01659.json,features/hoc_trung_binh/w01659.npz,0.519,4.1708,60
hỏi han,hoi_han,Dataset/Videos/W01660.mp4,motions/hoi_han/w01660.json,features/hoi_han/w01660.npz,0.4758,4.1375,60
hòn đá,hon_a,Dataset/Videos/W01661.mp4,motions/hon_a/w01661.json,features/hon_a/w01661.npz,0.61,4.3377,60
hót rác,hot_rac,Dataset/Videos/W01662.mp4,motions/hot_rac/w01662.json,features/hot_rac/w01662.npz,0.6098,4.1708,60
học bổng,hoc_bong,Dataset/Videos/W01665.mp4,motions/hoc_bong/w01665.json,features/hoc_bong/w01665.npz,0.6222,4.1041,60
học kém,hoc_kem,Dataset/Videos/W01666.mp4,motions/hoc_kem/w01666.json,features/hoc_kem/w01666.npz,0.4525,5.0717,60
học nhóm,hoc_nhom,Dataset/Videos/W01668.mp4,motions/hoc_nhom/w01668.json,features/hoc_nhom/w01668.npz,0.5819,3.7371,60
học phí,hoc_phi,Dataset/Videos/W01669.mp4,motions/hoc_phi/w01669.json,features/hoc_phi/w01669.npz,0.6402,3.7371,60
học tập,hoc_tap,Dataset/Videos/W01670.mp4,motions/hoc_tap/w01670.json,features/hoc_tap/w01670.npz,0.4662,4.004,60
học trò,hoc_tro,Dataset/Videos/W01671.mp4,motions/hoc_tro/w01671.json,features/hoc_tro/w01671.npz,0.4847,3.9373,60
hỏi,hoi,Dataset/Videos/W01672B.mp4,motions/hoi/w01672b.json,features/hoi/w01672b.npz,0.9877,2.636,60
hỏi,hoi,Dataset/Videos/W01672N.mp4,motions/hoi/w01672n.json,features/hoi/w01672n.npz,0.4875,4.3377,60
hỏi,hoi,Dataset/Videos/W01672T.mp4,motions/hoi/w01672t.json,features/hoi/w01672t.npz,0.48,4.3377,60
hỏi thăm,hoi_tham,Dataset/Videos/W01673B.mp4,motions/hoi_tham/w01673b.json,features/hoi_tham/w01673b.npz,0.9871,3.37,60
hòn bi (giống viên bi),hon_bi_giong_vien_bi,Dataset/Videos/W01674B.mp4,motions/hon_bi_giong_vien_bi/w01674b.json,features/hon_bi_giong_vien_bi/w01674b.npz,0.9933,3.2366,60
hỏng,hong,Dataset/Videos/W01675B.mp4,motions/hong/w01675b.json,features/hong/w01675b.npz,0.9776,2.9029,60
hỏng,hong,Dataset/Videos/W01675N.mp4,motions/hong/w01675n.json,features/hong/w01675n.npz,0.4773,4.004,60
hỏng,hong,Dataset/Videos/W01675T.mp4,motions/hong/w01675t.json,features/hong/w01675t.npz,0.9664,2.9029,60
họng,hong,Dataset/Videos/W01676.mp4,motions/hong/w01676.json,features/hong/w01676.npz,0.4882,4.4711,60
họp,hop,Dataset/Videos/W01677B.mp4,motions/hop/w01677b.json,features/hop/w01677b.npz,0.969,2.8028,60
họp,hop,Dataset/Videos/W01677N.mp4,motions/hop/w01677n.json,features/hop/w01677n.npz,0.5737,4.6046,60
họp,hop,Dataset/Videos/W01677T.mp4,motions/hop/w01677t.json,features/hop/w01677t.npz,0.9729,2.8028,60
hót,hot,Dataset/Videos/W01678.mp4,motions/hot/w01678.json,features/hot/w01678.npz,0.5048,4.2042,60
hót rác (cái hót rác),hot_rac_cai_hot_rac,Dataset/Videos/W01679.mp4,motions/hot_rac_cai_hot_rac/w01679.json,features/hot_rac_cai_hot_rac/w01679.npz,0.6444,3.9039,60
Hồ Chí Minh,ho_chi_minh,Dataset/Videos/W01681.mp4,motions/ho_chi_minh/w01681.json,features/ho_chi_minh/w01681.npz,0.4909,3.7704,60
hồ dán,ho_dan,Dataset/Videos/W01682.mp4,motions/ho_dan/w01682.json,features/ho_dan/w01682.npz,0.638,4.1041,60
hồ Hoàn Kiếm,ho_hoan_kiem,Dataset/Videos/W01684.mp4,motions/ho_hoan_kiem/w01684.json,features/ho_hoan_kiem/w01684.npz,0.5218,4.6713,60
hồ nước,ho_nuoc,Dataset/Videos/W01686.mp4,motions/ho_nuoc/w01686.json,features/ho_nuoc/w01686.npz,0.6922,4.4044,60
hồi hộp,hoi_hop,Dataset/Videos/W01690B.mp4,motions/hoi_hop/w01690b.json,features/hoi_hop/w01690b.npz,0.9961,2.8028,60
hồi hộp,hoi_hop,Dataset/Videos/W01690N.mp4,motions/hoi_hop/w01690n.json,features/hoi_hop/w01690n.npz,0.5536,3.0364,60
hồi hộp,hoi_hop,Dataset/Videos/W01690T.mp4,motions/hoi_hop/w01690t.json,features/hoi_hop/w01690t.npz,0.9961,2.8028,60
hối hận,hoi_han,Dataset/Videos/W01692B.mp4,motions/hoi_han/w01692b.json,features/hoi_han/w01692b.npz,0.9854,2.9696,60
hối hận,hoi_han,Dataset/Videos/W01692N.mp4,motions/hoi_han/w01692n.json,features/hoi_han/w01692n.npz,0.4966,4.4378,60
hối hận,hoi_han,Dataset/Videos/W01692T.mp4,motions/hoi_han/w01692t.json,features/hoi_han/w01692t.npz,0.5547,3.3367,60
hối lộ,hoi_lo,Dataset/Videos/W01693.mp4,motions/hoi_lo/w01693.json,features/hoi_lo/w01693.npz,0.7197,4.6046,60
hội nghị,hoi_nghi,Dataset/Videos/W01695B.mp4,motions/hoi_nghi/w01695b.json,features/hoi_nghi/w01695b.npz,0.9675,3.3367,60
hội thảo,hoi_thao,Dataset/Videos/W01696.mp4,motions/hoi_thao/w01696.json,features/hoi_thao/w01696.npz,0.8261,3.8038,60
hội thảo,hoi_thao,Dataset/Videos/W01696N.mp4,motions/hoi_thao/w01696n.json,features/hoi_thao/w01696n.npz,0.6337,3.9373,60
hội trường,hoi_truong,Dataset/Videos/W01698.mp4,motions/hoi_truong/w01698.json,features/hoi_truong/w01698.npz,0.7816,4.0707,60
hôn,hon,Dataset/Videos/W01700.mp4,motions/hon/w01700.json,features/hon/w01700.npz,0.6293,4.0374,60
hỗn số,hon_so,Dataset/Videos/W01701.mp4,motions/hon_so/w01701.json,features/hon_so/w01701.npz,0.6807,3.8372,60
hộp,hop,Dataset/Videos/W01702.mp4,motions/hop/w01702.json,features/hop/w01702.npz,0.809,3.8038,60
hộp bút,hop_but,Dataset/Videos/W01703.mp4,motions/hop_but/w01703.json,features/hop_but/w01703.npz,0.7021,3.6036,60
hộp sữa,hop_sua,Dataset/Videos/W01704.mp4,motions/hop_sua/w01704.json,features/hop_sua/w01704.npz,0.7283,4.2709,60
hơi nước,hoi_nuoc,Dataset/Videos/W01706.mp4,motions/hoi_nuoc/w01706.json,features/hoi_nuoc/w01706.npz,0.5816,5.5722,60
hợp đồng,hop_ong,Dataset/Videos/W01707B.mp4,motions/hop_ong/w01707b.json,features/hop_ong/w01707b.npz,0.7776,3.1698,60
hợp đồng,hop_ong,Dataset/Videos/W01707T.mp4,motions/hop_ong/w01707t.json,features/hop_ong/w01707t.npz,0.7879,3.1698,60
hợp lí,hop_li,Dataset/Videos/W01708.mp4,motions/hop_li/w01708.json,features/hop_li/w01708.npz,0.6677,4.4711,60
hợp tác,hop_tac,Dataset/Videos/W01709.mp4,motions/hop_tac/w01709.json,features/hop_tac/w01709.npz,0.8574,3.2699,60
huân chương,huan_chuong,Dataset/Videos/W01710.mp4,motions/huan_chuong/w01710.json,features/huan_chuong/w01710.npz,0.5512,4.2042,60
hung ác,hung_ac,Dataset/Videos/W01711.mp4,motions/hung_ac/w01711.json,features/hung_ac/w01711.npz,0.6535,4.0374,60
hung thủ,hung_thu,Dataset/Videos/W01712.mp4,motions/hung_thu/w01712.json,features/hung_thu/w01712.npz,0.5511,4.638,60
Hung-ga-ri (nước Hung-ga-ri),hung_ga_ri_nuoc_hung_ga_ri,Dataset/Videos/W01714.mp4,motions/hung_ga_ri_nuoc_hung_ga_ri/w01714.json,features/hung_ga_ri_nuoc_hung_ga_ri/w01714.npz,0.7264,4.638,60
Hùng Vương,hung_vuong,Dataset/Videos/W01715.mp4,motions/hung_vuong/w01715.json,features/hung_vuong/w01715.npz,0.5181,3.8705,60
hút nước,hut_nuoc,Dataset/Videos/W01716.mp4,motions/hut_nuoc/w01716.json,features/hut_nuoc/w01716.npz,0.6106,3.5369,60
hút thuốc lá,hut_thuoc_la,Dataset/Videos/W01717.mp4,motions/hut_thuoc_la/w01717.json,features/hut_thuoc_la/w01717.npz,0.5488,4.0374,60
huy hiệu,huy_hieu,Dataset/Videos/W01718.mp4,motions/huy_hieu/w01718.json,features/huy_hieu/w01718.npz,0.5998,4.4711,60
